date,amount,category,merchant,description
2025-09-02,2975.44,Travel,Hotel,Travel - Hotel
2025-09-02,1158.33,Groceries,DMart,Groceries - DMart
2025-09-02,384.6,Entertainment,Netflix,Entertainment - Netflix
2025-09-02,807.75,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-09-03,2743.08,Education,College Fees,Education - College Fees
2025-09-03,3902.76,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-09-03,634.36,Groceries,BigBasket,Groceries - BigBasket
2025-09-03,264.32,Transport,Rapido,Transport - Rapido
2025-09-03,1411.24,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-09-03,8503.43,Investments,PPF,Investments - PPF
2025-09-03,1527.33,Groceries,DMart,Groceries - DMart
2025-09-03,1958.59,Utilities,AC Repair,Utilities - AC Repair
2025-09-03,320.94,Food,KFC,Food - KFC
2025-09-03,736.6,Utilities,AC Repair,Utilities - AC Repair
2025-09-03,1061.44,Transport,Uber,Transport - Uber
2025-09-03,847.92,Transport,Rapido,Transport - Rapido
2025-09-03,3145.54,Groceries,DMart,Groceries - DMart
2025-09-03,2927.05,Groceries,Blinkit,Groceries - Blinkit
2025-09-03,1470.51,Education,Stationery Shop,Education - Stationery Shop
2025-09-03,794.98,Utilities,Home Maintenance,Utilities - Home Maintenance
2025-09-03,400.26,Transport,IRCTC,Transport - IRCTC
2025-09-03,1995.95,Groceries,BigBasket,Groceries - BigBasket
2025-09-04,595.42,Food,McDonald's,Food - McDonald's
2025-09-04,3152.8,Travel,Resort,Travel - Resort
2025-09-04,338.31,Food,Local Restaurant,Food - Local Restaurant
2025-09-04,5105.57,Shopping,Amazon,Shopping - Amazon
2025-09-04,5544.78,Investments,Zerodha,Investments - Zerodha
2025-09-04,187.63,Food,Street Food,Food - Street Food
2025-09-04,302.47,Food,Haldirams,Food - Haldirams
2025-09-04,4420.88,Healthcare,1mg,Healthcare - 1mg
2025-09-04,855.02,Food,Subway,Food - Subway
2025-09-04,898.81,Other,Transfer,Other - Transfer
2025-09-04,566.66,Food,Pizza Hut,Food - Pizza Hut
2025-09-04,2717.16,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-09-04,752.58,Bills,Airtel,Bills - Airtel
2025-09-04,11601.99,Investments,SIP Payment,Investments - SIP Payment
2025-09-04,3408.17,Shopping,Reliance Digital,Shopping - Reliance Digital
2025-09-04,469.0,Transport,Indian Railways,Transport - Indian Railways
2025-09-04,2343.56,Bills,Jio,Bills - Jio
2025-09-05,1586.38,Groceries,BigBasket,Groceries - BigBasket
2025-09-05,4398.57,Investments,Groww,Investments - Groww
2025-09-05,957.21,Groceries,Blinkit,Groceries - Blinkit
2025-09-05,1213.27,Groceries,DMart,Groceries - DMart
2025-09-05,1398.47,Groceries,Local Grocery,Groceries - Local Grocery
2025-09-05,943.77,Transport,Uber,Transport - Uber
2025-09-05,1846.81,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-09-05,580.05,Food,Starbucks,Food - Starbucks
2025-09-05,713.83,Food,Pizza Hut,Food - Pizza Hut
2025-09-05,4247.05,Shopping,DMart,Shopping - DMart
2025-09-05,740.97,Food,Pizza Hut,Food - Pizza Hut
2025-09-05,326.77,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-09-05,1332.62,Transport,Toll Plaza,Transport - Toll Plaza
2025-09-05,927.5,Food,Subway,Food - Subway
2025-09-05,1800.25,Other,Cash Payment,Other - Cash Payment
2025-09-05,1104.92,Healthcare,1mg,Healthcare - 1mg
2025-09-05,1725.72,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2025-09-05,320.49,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-09-06,1004.47,Transport,Indian Railways,Transport - Indian Railways
2025-09-06,1365.16,Food,Subway,Food - Subway
2025-09-06,387.22,Personal Care,Salon,Personal Care - Salon
2025-09-06,3187.57,Other,Cash Payment,Other - Cash Payment
2025-09-06,560.88,Transport,Toll Plaza,Transport - Toll Plaza
2025-09-06,1095.21,Transport,Parking,Transport - Parking
2025-09-06,1022.19,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-09-06,561.03,Transport,Petrol Pump,Transport - Petrol Pump
2025-09-07,1026.07,Groceries,BigBasket,Groceries - BigBasket
2025-09-07,2139.77,Groceries,Blinkit,Groceries - Blinkit
2025-09-07,1661.52,Bills,Gas Connection,Bills - Gas Connection
2025-09-07,908.25,Groceries,Local Grocery,Groceries - Local Grocery
2025-09-07,840.92,Food,Swiggy,Food - Swiggy
2025-09-07,1344.16,Transport,Uber,Transport - Uber
2025-09-07,4977.12,Travel,Goibibo,Travel - Goibibo
2025-09-08,1638.57,Other,Cash Payment,Other - Cash Payment
2025-09-08,2060.13,Education,Coursera,Education - Coursera
2025-09-08,1875.16,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2025-09-08,1081.77,Healthcare,1mg,Healthcare - 1mg
2025-09-08,1175.11,Transport,Petrol Pump,Transport - Petrol Pump
2025-09-08,655.23,Food,Starbucks,Food - Starbucks
2025-09-08,1003.97,Bills,Water Board,Bills - Water Board
2025-09-08,1027.16,Transport,Ola,Transport - Ola
2025-09-09,2751.57,Groceries,BigBasket,Groceries - BigBasket
2025-09-09,1397.18,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-09-09,664.34,Food,Street Food,Food - Street Food
2025-09-09,1717.77,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-09-09,4090.34,Investments,Groww,Investments - Groww
2025-09-09,2527.86,Groceries,Blinkit,Groceries - Blinkit
2025-09-09,606.93,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-09-09,6054.57,Shopping,Lifestyle,Shopping - Lifestyle
2025-09-09,5270.44,Investments,PPF,Investments - PPF
2025-09-09,2839.05,Education,Coursera,Education - Coursera
2025-09-09,1250.91,Other,UPI Payment,Other - UPI Payment
2025-09-09,622.89,Transport,Parking,Transport - Parking
2025-09-09,2179.58,Bills,Water Board,Bills - Water Board
2025-09-09,1031.4,Other,ATM Withdrawal,Other - ATM Withdrawal
2025-09-09,1535.5,Shopping,DMart,Shopping - DMart
2025-09-10,587.84,Groceries,DMart,Groceries - DMart
2025-09-10,2101.35,Shopping,Amazon,Shopping - Amazon
2025-09-10,1129.01,Subscriptions,Antivirus,Subscriptions - Antivirus
2025-09-10,8348.26,Investments,Zerodha,Investments - Zerodha
2025-09-10,551.66,Food,KFC,Food - KFC
2025-09-10,5646.22,Shopping,DMart,Shopping - DMart
2025-09-10,6747.15,Shopping,DMart,Shopping - DMart
2025-09-10,588.32,Transport,IRCTC,Transport - IRCTC
2025-09-10,318.98,Food,Starbucks,Food - Starbucks
2025-09-10,4034.58,Groceries,BigBasket,Groceries - BigBasket
2025-09-11,1268.87,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-09-11,1767.74,Healthcare,1mg,Healthcare - 1mg
2025-09-11,787.85,Gifts,Ferns N Petals,Gifts - Ferns N Petals
2025-09-11,345.84,Food,Pizza Hut,Food - Pizza Hut
2025-09-11,1385.3,Food,Street Food,Food - Street Food
2025-09-11,258.37,Food,KFC,Food - KFC
2025-09-11,8798.73,Investments,Zerodha,Investments - Zerodha
2025-09-11,10878.46,Travel,AirBnB,Travel - AirBnB
2025-09-11,1608.61,Food,Zomato,Food - Zomato
2025-09-11,4220.82,Travel,Goibibo,Travel - Goibibo
2025-09-11,1139.43,Utilities,Plumber,Utilities - Plumber
2025-09-11,491.75,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-09-11,1285.02,Personal Care,Body Shop,Personal Care - Body Shop
2025-09-11,949.14,Education,Stationery Shop,Education - Stationery Shop
2025-09-11,6113.96,Investments,Zerodha,Investments - Zerodha
2025-09-12,7606.12,Shopping,DMart,Shopping - DMart
2025-09-12,1038.02,Groceries,DMart,Groceries - DMart
2025-09-12,3128.05,Education,Book Store,Education - Book Store
2025-09-12,908.22,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-09-12,2094.76,Shopping,Ajio,Shopping - Ajio
2025-09-12,639.27,Food,KFC,Food - KFC
2025-09-12,4149.66,Education,Coaching Center,Education - Coaching Center
2025-09-12,793.85,Entertainment,Hotstar,Entertainment - Hotstar
2025-09-12,10324.23,Travel,MakeMyTrip,Travel - MakeMyTrip
2025-09-13,2185.62,Education,Stationery Shop,Education - Stationery Shop
2025-09-13,971.27,Healthcare,Lab Tests,Healthcare - Lab Tests
2025-09-13,2184.9,Groceries,BigBasket,Groceries - BigBasket
2025-09-13,889.25,Education,Stationery Shop,Education - Stationery Shop
2025-09-13,722.36,Food,Haldirams,Food - Haldirams
2025-09-13,684.11,Utilities,Water Purifier Service,Utilities - Water Purifier Service
2025-09-13,1963.26,Bills,Water Board,Bills - Water Board
2025-09-13,379.65,Food,KFC,Food - KFC
2025-09-13,3152.34,Shopping,Myntra,Shopping - Myntra
2025-09-13,546.18,Food,Domino's,Food - Domino's
2025-09-13,984.61,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-09-13,1047.7,Bills,Airtel,Bills - Airtel
2025-09-14,8344.82,Travel,Booking.com,Travel - Booking.com
2025-09-14,373.88,Food,Domino's,Food - Domino's
2025-09-14,1568.11,Food,McDonald's,Food - McDonald's
2025-09-14,3468.76,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-09-14,1113.43,Healthcare,1mg,Healthcare - 1mg
2025-09-14,840.58,Groceries,DMart,Groceries - DMart
2025-09-14,535.12,Food,Barbeque Nation,Food - Barbeque Nation
2025-09-14,602.11,Food,Local Restaurant,Food - Local Restaurant
2025-09-14,689.45,Food,Zomato,Food - Zomato
2025-09-14,278.72,Transport,Rapido,Transport - Rapido
2025-09-14,1711.25,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-09-15,476.9,Groceries,JioMart,Groceries - JioMart
2025-09-15,1175.02,Groceries,DMart,Groceries - DMart
2025-09-15,743.75,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-09-15,311.72,Food,Local Restaurant,Food - Local Restaurant
2025-09-15,399.33,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-09-16,860.79,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-09-16,304.41,Transport,Indian Railways,Transport - Indian Railways
2025-09-16,662.15,Food,Local Restaurant,Food - Local Restaurant
2025-09-16,1045.73,Groceries,Zepto,Groceries - Zepto
2025-09-16,2555.83,Healthcare,1mg,Healthcare - 1mg
2025-09-16,504.39,Food,Pizza Hut,Food - Pizza Hut
2025-09-16,1221.09,Transport,Ola,Transport - Ola
2025-09-16,1230.13,Other,Transfer,Other - Transfer
2025-09-16,692.14,Transport,Toll Plaza,Transport - Toll Plaza
2025-09-16,694.21,Transport,Petrol Pump,Transport - Petrol Pump
2025-09-16,822.29,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-09-16,501.15,Food,Cafe Coffee Day,Food - Cafe Coffee Day
2025-09-16,1763.21,Shopping,Flipkart,Shopping - Flipkart
2025-09-16,4184.17,Education,Book Store,Education - Book Store
2025-09-16,1310.63,Personal Care,Body Shop,Personal Care - Body Shop
2025-09-16,347.1,Food,Pizza Hut,Food - Pizza Hut
2025-09-16,3379.47,Shopping,Amazon,Shopping - Amazon
2025-09-16,2185.84,Healthcare,Apollo Pharmacy,Healthcare - Apollo Pharmacy
2025-09-17,148.53,Food,KFC,Food - KFC
2025-09-17,386.26,Food,Starbucks,Food - Starbucks
2025-09-17,759.9,Groceries,BigBasket,Groceries - BigBasket
2025-09-17,693.65,Bills,Jio,Bills - Jio
2025-09-17,1990.27,Education,Stationery Shop,Education - Stationery Shop
2025-09-17,3196.98,Education,Stationery Shop,Education - Stationery Shop
2025-09-17,914.94,Healthcare,Dr. Consultation,Healthcare - Dr. Consultation
2025-09-17,4727.5,Education,Unacademy,Education - Unacademy
2025-09-17,344.19,Food,Pizza Hut,Food - Pizza Hut
2025-09-17,825.53,Entertainment,Netflix,Entertainment - Netflix
2025-09-17,1397.83,Transport,Toll Plaza,Transport - Toll Plaza
2025-09-17,2719.98,Groceries,DMart,Groceries - DMart
2025-09-17,1598.3,Groceries,Local Grocery,Groceries - Local Grocery
2025-09-18,396.1,Food,Local Restaurant,Food - Local Restaurant
2025-09-18,1537.25,Education,Coursera,Education - Coursera
2025-09-18,690.74,Bills,Water Board,Bills - Water Board
2025-09-18,1344.79,Groceries,Local Grocery,Groceries - Local Grocery
2025-09-18,711.71,Food,Pizza Hut,Food - Pizza Hut
2025-09-18,549.46,Food,Haldirams,Food - Haldirams
2025-09-18,3070.73,Shopping,Myntra,Shopping - Myntra
2025-09-18,1164.45,Healthcare,Apollo Pharmacy,Healthcare - Apollo Pharmacy
2025-09-18,4413.71,Shopping,Shoppers Stop,Shopping - Shoppers Stop
2025-09-18,530.19,Food,Zomato,Food - Zomato
2025-09-18,579.37,Food,Barbeque Nation,Food - Barbeque Nation
2025-09-18,2965.97,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-09-19,3208.86,Shopping,Flipkart,Shopping - Flipkart
2025-09-19,3709.69,Education,Stationery Shop,Education - Stationery Shop
2025-09-19,340.84,Food,Local Restaurant,Food - Local Restaurant
2025-09-19,491.78,Transport,Rapido,Transport - Rapido
2025-09-19,1957.78,Transport,Uber,Transport - Uber
2025-09-19,5318.5,Shopping,Ajio,Shopping - Ajio
2025-09-19,1416.23,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-09-19,270.6,Food,Pizza Hut,Food - Pizza Hut
2025-09-19,1257.61,Transport,Toll Plaza,Transport - Toll Plaza
2025-09-19,423.81,Food,Haldirams,Food - Haldirams
2025-09-19,2331.62,Groceries,Local Grocery,Groceries - Local Grocery
2025-09-19,9243.06,Investments,Fixed Deposit,Investments - Fixed Deposit
2025-09-20,1914.43,Healthcare,1mg,Healthcare - 1mg
2025-09-20,6061.07,Investments,SIP Payment,Investments - SIP Payment
2025-09-20,1034.67,Other,Cash Payment,Other - Cash Payment
2025-09-20,2222.7,Personal Care,Nykaa,Personal Care - Nykaa
2025-09-20,794.6,Food,Subway,Food - Subway
2025-09-20,422.74,Transport,IRCTC,Transport - IRCTC
2025-09-20,1320.03,Transport,Indian Railways,Transport - Indian Railways
2025-09-20,473.83,Transport,Uber,Transport - Uber
2025-09-20,6573.11,Shopping,Croma,Shopping - Croma
2025-09-20,683.19,Food,Zomato,Food - Zomato
2025-09-20,3612.33,Investments,SIP Payment,Investments - SIP Payment
2025-09-20,669.77,Transport,Ola,Transport - Ola
2025-09-20,2367.93,Groceries,Local Grocery,Groceries - Local Grocery
2025-09-20,1028.27,Other,Transfer,Other - Transfer
2025-09-20,1422.79,Groceries,Zepto,Groceries - Zepto
2025-09-21,249.8,Food,Starbucks,Food - Starbucks
2025-09-21,3917.53,Shopping,Myntra,Shopping - Myntra
2025-09-21,1080.62,Groceries,Zepto,Groceries - Zepto
2025-09-21,5606.96,Shopping,Flipkart,Shopping - Flipkart
2025-09-21,638.25,Transport,Rapido,Transport - Rapido
2025-09-21,1514.71,Gifts,Amazon Gift,Gifts - Amazon Gift
2025-09-21,1295.75,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-09-21,9446.46,Travel,Resort,Travel - Resort
2025-09-21,631.37,Food,Street Food,Food - Street Food
2025-09-21,595.5,Transport,IRCTC,Transport - IRCTC
2025-09-21,409.44,Food,McDonald's,Food - McDonald's
2025-09-21,465.45,Transport,Ola,Transport - Ola
2025-09-21,539.06,Transport,Petrol Pump,Transport - Petrol Pump
2025-09-22,1149.31,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-09-22,1290.69,Utilities,Plumber,Utilities - Plumber
2025-09-22,4522.14,Investments,PPF,Investments - PPF
2025-09-22,1371.58,Groceries,DMart,Groceries - DMart
2025-09-22,481.49,Groceries,Zepto,Groceries - Zepto
2025-09-22,1447.77,Bills,Airtel,Bills - Airtel
2025-09-22,1876.03,Personal Care,Laundry,Personal Care - Laundry
2025-09-23,864.48,Food,Haldirams,Food - Haldirams
2025-09-23,2113.9,Groceries,BigBasket,Groceries - BigBasket
2025-09-23,655.13,Transport,IRCTC,Transport - IRCTC
2025-09-23,535.84,Food,Haldirams,Food - Haldirams
2025-09-23,2479.93,Groceries,Zepto,Groceries - Zepto
2025-09-23,670.98,Entertainment,Netflix,Entertainment - Netflix
2025-09-23,564.95,Food,KFC,Food - KFC
2025-09-23,955.28,Food,Starbucks,Food - Starbucks
2025-09-23,4734.94,Groceries,Blinkit,Groceries - Blinkit
2025-09-24,5898.01,Travel,Goibibo,Travel - Goibibo
2025-09-24,2512.99,Groceries,Zepto,Groceries - Zepto
2025-09-24,1187.12,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-09-24,776.4,Personal Care,Spa,Personal Care - Spa
2025-09-24,3227.88,Shopping,Ajio,Shopping - Ajio
2025-09-24,1760.11,Personal Care,Spa,Personal Care - Spa
2025-09-24,1398.96,Transport,Rapido,Transport - Rapido
2025-09-24,630.8,Transport,Ola,Transport - Ola
2025-09-24,1205.14,Utilities,AC Repair,Utilities - AC Repair
2025-09-24,864.92,Entertainment,Amazon Prime,Entertainment - Amazon Prime
2025-09-24,713.6,Entertainment,Netflix,Entertainment - Netflix
2025-09-25,628.55,Groceries,Vegetable Market,Groceries - Vegetable Market
2025-09-25,6543.4,Shopping,Croma,Shopping - Croma
2025-09-25,1333.63,Utilities,Electrician,Utilities - Electrician
2025-09-25,1072.49,Groceries,Blinkit,Groceries - Blinkit
2025-09-25,1194.63,Shopping,DMart,Shopping - DMart
2025-09-25,2713.78,Bills,Airtel,Bills - Airtel
2025-09-25,729.53,Other,Miscellaneous,Other - Miscellaneous
2025-09-25,2438.43,Shopping,Myntra,Shopping - Myntra
2025-09-25,704.37,Food,Street Food,Food - Street Food
2025-09-26,8681.74,Investments,Mutual Fund,Investments - Mutual Fund
2025-09-26,725.74,Food,Swiggy,Food - Swiggy
2025-09-26,556.75,Food,Subway,Food - Subway
2025-09-27,1457.29,Other,Cash Payment,Other - Cash Payment
2025-09-27,449.11,Transport,Metro Card,Transport - Metro Card
2025-09-27,2719.72,Entertainment,Gaming Zone,Entertainment - Gaming Zone
2025-09-27,1024.5,Bills,Vi,Bills - Vi
2025-09-27,1207.97,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-09-27,3571.13,Other,Miscellaneous,Other - Miscellaneous
2025-09-27,1569.94,Bills,BSNL,Bills - BSNL
2025-09-27,746.75,Other,Transfer,Other - Transfer
2025-09-28,364.24,Transport,Metro Card,Transport - Metro Card
2025-09-28,13834.6,Travel,Booking.com,Travel - Booking.com
2025-09-28,394.6,Food,Local Restaurant,Food - Local Restaurant
2025-09-28,319.12,Transport,Toll Plaza,Transport - Toll Plaza
2025-09-28,755.56,Food,Pizza Hut,Food - Pizza Hut
2025-09-29,348.72,Transport,Petrol Pump,Transport - Petrol Pump
2025-09-29,427.04,Transport,IRCTC,Transport - IRCTC
2025-09-29,807.79,Utilities,Electrician,Utilities - Electrician
2025-09-29,330.89,Food,Haldirams,Food - Haldirams
2025-09-29,606.2,Food,Subway,Food - Subway
2025-09-29,2209.02,Gifts,Flower Delivery,Gifts - Flower Delivery
2025-09-29,1345.43,Healthcare,Dental Clinic,Healthcare - Dental Clinic
2025-09-29,466.82,Food,Domino's,Food - Domino's
2025-09-29,1153.69,Personal Care,Grooming Products,Personal Care - Grooming Products
2025-09-30,1115.41,Entertainment,Hotstar,Entertainment - Hotstar
2025-09-30,169.15,Food,Starbucks,Food - Starbucks
2025-09-30,1057.78,Groceries,BigBasket,Groceries - BigBasket
2025-09-30,1106.33,Bills,Internet Provider,Bills - Internet Provider
2025-09-30,989.96,Food,Zomato,Food - Zomato
2025-09-30,1522.43,Healthcare,Lab Tests,Healthcare - Lab Tests
2025-09-30,1885.89,Shopping,Lifestyle,Shopping - Lifestyle
2025-09-30,483.15,Food,Zomato,Food - Zomato
2025-10-01,859.76,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-10-01,8360.74,Investments,Zerodha,Investments - Zerodha
2025-10-01,392.57,Food,Barbeque Nation,Food - Barbeque Nation
2025-10-01,3248.41,Other,Miscellaneous,Other - Miscellaneous
2025-10-01,527.34,Entertainment,BookMyShow,Entertainment - BookMyShow
2025-10-02,594.01,Food,Pizza Hut,Food - Pizza Hut
2025-10-02,1589.43,Subscriptions,LinkedIn Premium,Subscriptions - LinkedIn Premium
2025-10-02,276.64,Food,McDonald's,Food - McDonald's
2025-10-02,785.36,Groceries,DMart,Groceries - DMart
2025-10-02,811.92,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-10-02,600.66,Subscriptions,Gym Membership,Subscriptions - Gym Membership
2025-10-02,608.83,Entertainment,PVR Cinemas,Entertainment - PVR Cinemas
2025-10-02,571.68,Transport,Toll Plaza,Transport - Toll Plaza
2025-10-02,1222.73,Transport,Indian Railways,Transport - Indian Railways
2025-10-02,3156.06,Groceries,BigBasket,Groceries - BigBasket
2025-10-02,548.35,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-10-02,3569.22,Shopping,Amazon,Shopping - Amazon
2025-10-02,876.78,Subscriptions,Antivirus,Subscriptions - Antivirus
2025-10-02,2039.93,Groceries,Local Grocery,Groceries - Local Grocery
2025-10-02,296.61,Food,KFC,Food - KFC
2025-10-02,916.84,Food,Domino's,Food - Domino's
2025-10-03,535.13,Entertainment,YouTube Premium,Entertainment - YouTube Premium
2025-10-03,5988.22,Investments,Zerodha,Investments - Zerodha
2025-10-03,303.92,Food,KFC,Food - KFC
2025-10-03,661.46,Transport,Metro Card,Transport - Metro Card
2025-10-03,9517.91,Investments,Zerodha,Investments - Zerodha
2025-10-03,1135.48,Healthcare,PharmEasy,Healthcare - PharmEasy
2025-10-03,2237.63,Personal Care,Salon,Personal Care - Salon
2025-10-03,1727.63,Food,Street Food,Food - Street Food
2025-10-03,456.81,Food,Local Restaurant,Food - Local Restaurant
2025-10-03,942.42,Entertainment,Spotify,Entertainment - Spotify
2025-10-03,12100.02,Rent,Landlord,Rent - Landlord
2025-10-03,1276.87,Groceries,Blinkit,Groceries - Blinkit
